Formatted Date,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Summary
2015-02-25 13:00:00.000 +0100,rain,8.877777778,6.738888889,0.88,13.5884,1,6.2307,0,1009.12,Overcast
2015-02-25 14:00:00.000 +0100,rain,7.85,4.994444444,0.95,17.1787,1,4.1699,0,1009.17,Overcast
2015-02-25 15:00:00.000 +0100,rain,7.777777778,5.5,0.96,12.8478,0,4.0733,0,1009.47,Overcast
2015-02-25 16:00:00.000 +0100,rain,7.805555556,5.683333333,0.96,11.914,349,3.9445,0,1009.7,Overcast
2015-02-25 17:00:00.000 +0100,rain,7.755555556,5.722222222,0.96,11.3505,352,3.6064,0,1009.97,Overcast
2015-02-25 18:00:00.000 +0100,rain,7.711111111,5.966666667,0.96,9.6922,333,3.6064,0,1010.49,Overcast
2015-02-25 19:00:00.000 +0100,rain,7.666666667,5.766666667,0.96,10.5133,332,3.3005,0,1010.94,Overcast
2015-02-25 20:00:00.000 +0100,rain,7.155555556,4.794444444,1,12.5419,314,4.1216,0,1011.2,Overcast
2015-02-25 21:00:00.000 +0100,rain,7.105555556,5.016666667,0.96,10.9319,305,5.0393,0,1011.61,Overcast
2015-02-25 22:00:00.000 +0100,rain,7.172222222,4.894444444,0.94,12.0589,296,4.5724,0,1012.09,Overcast
2015-02-25 23:00:00.000 +0100,rain,6.577777778,4.411111111,0.96,10.7548,285,4.991,0,1012.49,Overcast
2015-02-26 00:00:00.000 +0100,rain,6.555555556,4.355555556,0.93,10.8997,294,6.9874,0,1012.8,Overcast
2015-02-26 01:00:00.000 +0100,rain,6.133333333,4.083333333,0.96,9.7405,286,6.3595,0,1013.44,Overcast
2015-02-26 02:00:00.000 +0100,rain,6.044444444,4.888888889,0.96,6.1502,276,7.9051,0,1013.58,Overcast
2015-02-26 03:00:00.000 +0100,rain,6.044444444,3.788888889,0.96,10.6582,273,6.9391,0,1013.88,Overcast
2015-02-26 04:00:00.000 +0100,rain,6.022222222,3.905555556,0.94,9.9498,287,6.279,0,1014.14,Overcast
2015-02-26 05:00:00.000 +0100,rain,6.022222222,3.727777778,0.93,10.8353,302,8.8389,0,1014.48,Overcast
2015-02-26 06:00:00.000 +0100,rain,6.022222222,4.494444444,0.93,7.4382,254,2.5921,0,1014.86,Foggy
2015-02-26 07:00:00.000 +0100,rain,4.994444444,2.516666667,1,10.7226,266,1.3846,0,1015.28,Foggy
2015-02-26 08:00:00.000 +0100,rain,5.027777778,2.05,1,13.4435,273,1.288,0,1015.88,Foggy
2015-02-26 09:00:00.000 +0100,rain,6.066666667,3.338888889,0.93,13.3469,262,1.8998,0,1016.45,Foggy
2015-02-26 10:00:00.000 +0100,rain,6.044444444,3.638888889,0.94,11.4471,276,3.2522,0,1016.9,Overcast
2015-02-26 11:00:00.000 +0100,rain,7.105555556,4.544444444,0.93,13.7655,273,3.4937,0,1017.06,Overcast
2015-02-26 12:00:00.000 +0100,rain,7.127777778,4.344444444,0.86,15.3433,272,3.4454,0,1017.34,Overcast
2015-02-26 13:00:00.000 +0100,rain,7.088888889,4.644444444,0.87,12.9766,257,4.1055,0,1017.42,Overcast
2015-02-26 14:00:00.000 +0100,rain,7.177777778,4.572222222,0.86,14.1358,272,3.8801,0,1017.51,Overcast
2015-02-26 15:00:00.000 +0100,rain,6.161111111,3.333333333,0.93,14.0875,262,3.8801,0,1017.71,Overcast
2015-02-26 16:00:00.000 +0100,rain,6.144444444,3.677777778,0.92,11.8979,276,4.6529,0,1017.76,Overcast
2015-02-26 17:00:00.000 +0100,rain,6.111111111,3.288888889,0.86,14.007,281,4.347,0,1017.69,Overcast
2015-02-26 18:00:00.000 +0100,rain,6.088888889,4.094444444,0.87,9.4346,261,5.8926,0,1018.38,Overcast
2015-02-26 19:00:00.000 +0100,rain,6.077777778,4.033333333,0.87,9.66,227,8.0661,0,1019.18,Overcast
2015-02-26 20:00:00.000 +0100,rain,6.038888889,3.738888889,0.87,10.8836,231,6.8103,0,1019.28,Overcast
2015-02-26 21:00:00.000 +0100,rain,5.511111111,3.055555556,0.89,11.1251,230,5.8926,0,1019.27,Overcast
2015-02-26 22:00:00.000 +0100,rain,5.033333333,3.877777778,0.9,5.6994,270,7.3094,0,1018.74,Mostly Cloudy
2015-02-26 23:00:00.000 +0100,rain,4.466666667,1.861111111,0.92,10.8353,181,5.9248,0,1018.65,Overcast
2015-02-27 00:00:00.000 +0100,rain,4.466666667,3.094444444,0.96,6.1019,171,6.8747,0,1018.56,Overcast
2015-02-27 01:00:00.000 +0100,rain,4.594444444,4.594444444,0.93,4.186,231,8.1305,0,1018.04,Mostly Cloudy
2015-02-27 02:00:00.000 +0100,rain,4.444444444,3.027777778,0.92,6.2146,173,7.8085,0,1017.79,Overcast
2015-02-27 03:00:00.000 +0100,rain,4.377777778,4.377777778,0.93,3.22,190,5.957,0,1017.28,Overcast
2015-02-27 04:00:00.000 +0100,rain,4.405555556,3.15,0.96,5.7316,153,5.6189,0,1016.87,Overcast
2015-02-27 05:00:00.000 +0100,rain,4.883333333,4.011111111,0.94,4.8944,133,4.3953,0,1016.78,Overcast
2015-02-27 06:00:00.000 +0100,rain,3.866666667,3.866666667,0.93,4.7495,151,2.5438,0,1016.48,Foggy
2015-02-27 07:00:00.000 +0100,rain,4.727777778,4.727777778,0.94,4.2021,128,2.2218,0,1016.43,Foggy
2015-02-27 08:00:00.000 +0100,rain,4.955555556,4.955555556,0.94,4.7495,130,2.9946,0,1016.58,Foggy
2015-02-27 09:00:00.000 +0100,rain,6.016666667,6.016666667,0.87,3.4293,107,5.9248,0,1016.31,Overcast
2015-02-27 10:00:00.000 +0100,rain,7.094444444,5.822222222,0.75,7.1484,100,7.6153,0,1015.91,Overcast
2015-02-27 11:00:00.000 +0100,rain,7.733333333,7.733333333,0.71,4.83,93,7.9051,0,1015.81,Overcast
2015-02-27 12:00:00.000 +0100,rain,7.733333333,6.183333333,0.76,8.7906,33,8.05,0,1015.24,Mostly Cloudy
2015-02-27 13:00:00.000 +0100,rain,7.888888889,6.633333333,0.71,7.5992,40,9.8049,0,1014.44,Mostly Cloudy
2015-02-27 14:00:00.000 +0100,rain,8.794444444,7.066666667,0.71,10.8031,40,9.982,0,1014.04,Overcast
2015-02-27 15:00:00.000 +0100,rain,7.777777778,5.594444444,0.82,12.2843,21,8.1305,0,1013.92,Overcast
2015-02-27 16:00:00.000 +0100,rain,7.922222222,6.05,0.76,10.6099,24,8.7745,0,1013.63,Overcast
2015-02-27 17:00:00.000 +0100,rain,7.733333333,5.788888889,0.83,10.787,22,7.2128,0,1013.44,Overcast
2015-02-27 18:00:00.000 +0100,rain,7.2,5.127777778,0.86,10.8997,20,6.1985,0,1013.56,Overcast
2015-02-27 19:00:00.000 +0100,rain,7.261111111,5.5,0.86,9.3863,20,6.7298,0,1013.99,Overcast
2015-02-27 20:00:00.000 +0100,rain,7.105555556,5.022222222,0.86,10.8836,19,7.084,0,1014.06,Overcast
2015-02-27 21:00:00.000 +0100,rain,6.577777778,4.383333333,0.89,10.8836,19,6.0697,0,1014.46,Overcast
2015-02-27 22:00:00.000 +0100,rain,6.672222222,4.122222222,0.9,13.041,10,6.6493,0,1014.65,Overcast
2015-02-27 23:00:00.000 +0100,rain,6.527777778,4.322222222,0.89,10.9158,0,6.0697,0,1014.78,Overcast
2015-02-28 00:00:00.000 +0100,rain,6.527777778,3.822222222,0.87,13.8299,9,6.0214,0,1014.97,Overcast
2015-02-28 01:00:00.000 +0100,rain,6.066666667,3.727777778,0.9,11.109,2,6.6171,0,1015.13,Overcast
2015-02-28 02:00:00.000 +0100,rain,6.016666667,3.205555556,0.9,13.7816,19,3.9767,0,1015.08,Overcast
2015-02-28 03:00:00.000 +0100,rain,5.511111111,2.583333333,0.93,13.7977,359,4.83,0,1015.18,Overcast
2015-02-28 04:00:00.000 +0100,rain,5.55,2.638888889,0.94,13.7494,352,5.6189,0,1015.26,Overcast
2015-02-28 05:00:00.000 +0100,rain,5.95,3.088888889,0.94,14.007,349,3.9284,0,1015.58,Overcast
2015-02-28 06:00:00.000 +0100,rain,4.927777778,1.833333333,0.94,14.0392,330,3.0107,0,1016.07,Foggy
2015-02-28 07:00:00.000 +0100,rain,5.011111111,1.8,0.94,14.8764,341,3.7191,0,1016.53,Overcast
2015-02-28 08:00:00.000 +0100,rain,5.994444444,2.716666667,0.87,16.9694,330,4.83,0,1017.16,Overcast
2015-02-28 09:00:00.000 +0100,rain,6.044444444,2.966666667,0.87,15.6009,339,5.957,0,1017.47,Overcast
2015-02-28 10:00:00.000 +0100,rain,6.055555556,3.1,0.88,14.7798,340,6.0375,0,1017.95,Overcast
2015-02-28 11:00:00.000 +0100,rain,7.177777778,4.85,0.86,12.3809,340,4.9427,0,1018.45,Overcast
2015-02-28 12:00:00.000 +0100,rain,7.2,4.85,0.86,12.5258,341,4.991,0,1018.63,Overcast
2015-02-28 13:00:00.000 +0100,rain,7.205555556,4.644444444,0.87,13.8943,333,6.9874,0,1018.37,Overcast
2015-02-28 14:00:00.000 +0100,rain,7.755555556,5.3,0.83,14.0231,330,7.1323,0,1018.24,Overcast
2015-02-28 15:00:00.000 +0100,rain,7.733333333,5.805555556,0.83,10.7065,340,8.0983,0,1018.14,Overcast
2015-02-28 16:00:00.000 +0100,rain,7.738888889,5.922222222,0.84,10.1269,340,7.8729,0,1018.27,Overcast
2015-02-28 17:00:00.000 +0100,rain,7.711111111,6.038888889,0.84,9.3541,340,7.2128,0,1018.62,Overcast
2015-02-28 18:00:00.000 +0100,rain,7.155555556,7.155555556,0.87,4.83,340,6.2951,0,1018.72,Overcast
2015-02-28 19:00:00.000 +0100,rain,7.1,7.1,0.88,1.6744,321,7.5187,0,1019.16,Overcast
2015-02-28 20:00:00.000 +0100,rain,7.083333333,7.083333333,0.87,3.1556,278,6.118,0,1019.51,Overcast
2015-02-28 21:00:00.000 +0100,rain,6.577777778,5.505555556,0.93,6.1502,270,6.0697,0,1019.62,Overcast
2015-02-28 22:00:00.000 +0100,rain,6.461111111,6.461111111,0.91,2.9946,294,6.4883,0,1019.59,Overcast
2015-02-28 23:00:00.000 +0100,rain,5.95,5.95,0.94,3.22,270,5.8765,0,1019.42,Overcast
2015-02-03 00:00:00.000 +0100,snow,-1.177777778,-3.566666667,0.92,6.5044,231,11.8979,0,1003.6,Partly Cloudy
2015-02-03 01:00:00.000 +0100,snow,-1.211111111,-3.577777778,0.93,6.44,258,8.9999,0,1003.95,Mostly Cloudy
2015-02-03 02:00:00.000 +0100,snow,-0.761111111,-3.138888889,0.89,6.6654,240,11.753,0,1004.22,Partly Cloudy
2015-02-03 03:00:00.000 +0100,snow,-1.288888889,-5.166666667,0.89,11.27,250,8.9677,0,1004.8,Partly Cloudy
2015-02-03 04:00:00.000 +0100,snow,-2.205555556,-2.205555556,0.93,4.0572,258,6.7781,0,1005.17,Partly Cloudy
2015-02-03 05:00:00.000 +0100,snow,-2.866666667,-6,0.92,7.7602,211,4.2021,0,1005.49,Partly Cloudy
2015-02-03 06:00:00.000 +0100,snow,-3.861111111,-5.911111111,0.92,4.9266,222,4.2021,0,1005.89,Partly Cloudy
2015-02-03 07:00:00.000 +0100,snow,-3.594444444,-5.622222222,0.99,4.9588,242,5.5706,0,1006.43,Partly Cloudy
2015-02-03 08:00:00.000 +0100,snow,-1.266666667,-1.266666667,0.92,0.5152,250,5.2164,0,1006.89,Partly Cloudy
2015-02-03 09:00:00.000 +0100,rain,1.022222222,1.022222222,0.79,1.7388,207,5.313,0,1007.2,Partly Cloudy
2015-02-03 10:00:00.000 +0100,rain,3.45,3.45,0.73,2.4472,213,7.4704,0,1007.88,Partly Cloudy
2015-02-03 11:00:00.000 +0100,rain,4.905555556,4.905555556,0.66,4.6046,204,9.982,0,1007.89,Partly Cloudy
2015-02-03 12:00:00.000 +0100,rain,5,2.238888889,0.58,12.1877,209,9.982,0,1007.98,Partly Cloudy
2015-02-03 13:00:00.000 +0100,rain,6.016666667,4.088888889,0.51,9.0643,171,9.982,0,1007.8,Partly Cloudy
2015-02-03 14:00:00.000 +0100,rain,6.066666667,3.75,0.55,10.9963,132,9.982,0,1007.57,Partly Cloudy
2015-02-03 15:00:00.000 +0100,rain,5.022222222,1.505555556,0.69,16.9372,131,9.982,0,1007.76,Partly Cloudy
2015-02-03 16:00:00.000 +0100,rain,3.966666667,1.344444444,0.74,10.4328,133,8.4203,0,1007.77,Mostly Cloudy
2015-02-03 17:00:00.000 +0100,rain,2.8,0.572222222,0.81,7.9856,120,6.5688,0,1008.06,Overcast
2015-02-03 18:00:00.000 +0100,rain,2.711111111,-0.655555556,0.82,12.7834,111,6.5688,0,1008.26,Overcast
2015-02-03 19:00:00.000 +0100,rain,2.233333333,-0.783333333,0.85,10.6582,110,7.084,0,1008.38,Mostly Cloudy
2015-02-03 20:00:00.000 +0100,rain,2.177777778,-1.594444444,0.8,14.329,110,8.372,0,1008.38,Mostly Cloudy
2015-02-03 21:00:00.000 +0100,rain,2.083333333,-1.705555556,0.8,14.3129,109,9.982,0,1008.01,Overcast
2015-02-03 22:00:00.000 +0100,rain,1.533333333,-2.616666667,0.81,15.617,130,9.982,0,1008.08,Mostly Cloudy
2015-02-03 23:00:00.000 +0100,rain,1.6,-2.211111111,0.79,13.8299,109,9.982,0,1007.8,Overcast
2015-02-04 00:00:00.000 +0100,rain,0.6,-3.427777778,0.85,13.7977,109,9.982,0,1007.6,Overcast
2015-02-04 01:00:00.000 +0100,rain,0.994444444,-2.138888889,0.84,10.1269,109,9.9015,0,1007.41,Overcast
2015-02-04 02:00:00.000 +0100,rain,0.6,0.6,0.85,3.5581,87,9.9015,0,1007.33,Overcast
2015-02-04 03:00:00.000 +0100,rain,0.994444444,-2.922222222,0.83,13.685,118,9.9015,0,1007.01,Overcast
2015-02-04 04:00:00.000 +0100,rain,1.05,-2.627777778,0.84,12.5419,130,9.9015,0,1006.73,Mostly Cloudy
2015-02-04 05:00:00.000 +0100,snow,-0.044444444,-1.627777778,0.86,5.0071,44,9.982,0,1006.69,Overcast
2015-02-04 06:00:00.000 +0100,rain,0.994444444,-1.911111111,0.79,9.2736,107,8.1305,0,1006.41,Overcast
2015-02-04 07:00:00.000 +0100,rain,0.983333333,-2.805555556,0.81,12.9927,106,10.0625,0,1006.61,Mostly Cloudy
2015-02-04 08:00:00.000 +0100,rain,2.038888889,-1.661111111,0.8,13.7655,108,10.2074,0,1006.54,Mostly Cloudy
2015-02-04 09:00:00.000 +0100,rain,2.688888889,-1.15,0.71,15.3755,108,9.982,0,1006.42,Mostly Cloudy
2015-02-04 10:00:00.000 +0100,rain,3.672222222,0.216666667,0.73,14.49,97,10.3523,0,1005.87,Mostly Cloudy
2015-02-04 11:00:00.000 +0100,rain,4.794444444,1.494444444,0.66,15.1018,118,8.1305,0,1006.05,Mostly Cloudy
2015-02-04 12:00:00.000 +0100,rain,2.755555556,-1.827777778,0.89,20.5919,148,8.1305,0,1006.33,Overcast
2015-02-04 13:00:00.000 +0100,rain,2.183333333,-1.572222222,0.87,14.2646,127,5.0393,0,1006.34,Overcast
2015-02-04 14:00:00.000 +0100,rain,1.25,-1.233333333,0.91,7.9212,87,3.3649,0,1006.81,Overcast
2015-02-04 15:00:00.000 +0100,rain,1.205555556,-2.1,0.92,10.9963,22,3.2844,0,1007.23,Overcast
2015-02-04 16:00:00.000 +0100,rain,1.144444444,-2.622222222,0.93,13.0571,33,4.2826,0,1007.8,Overcast
2015-02-04 17:00:00.000 +0100,rain,1.133333333,-1.911111111,0.92,9.8854,40,2.737,0,1008.34,Foggy
2015-02-04 18:00:00.000 +0100,rain,1.133333333,-2.238888889,0.92,11.2378,21,2.6887,0,1009.16,Foggy
2015-02-04 19:00:00.000 +0100,rain,1.111111111,-1.283333333,0.93,7.5831,20,3.703,0,1010.25,Overcast
2015-02-04 20:00:00.000 +0100,rain,1.133333333,-1.316666667,0.93,7.7602,352,2.9785,0,1011.37,Foggy
2015-02-04 21:00:00.000 +0100,rain,1.644444444,-1.555555556,0.92,10.9319,341,3.4615,0,1012.25,Overcast
2015-02-04 22:00:00.000 +0100,rain,1.566666667,-1.544444444,0.93,10.4811,358,4.0733,0,1012.65,Overcast
2015-02-04 23:00:00.000 +0100,rain,1.622222222,-2.166666667,0.96,13.7333,0,1.449,0,1012.97,Foggy
2015-02-05 00:00:00.000 +0100,rain,1.622222222,-2.2,0.93,13.8943,0,1.5295,0,1014.04,Foggy
2015-02-05 01:00:00.000 +0100,rain,1.594444444,-0.422222222,0.96,6.6815,16,2.4633,0,1014.44,Foggy
2015-02-05 02:00:00.000 +0100,rain,1.622222222,-1.494444444,0.92,10.5455,0,0.9499,0,1014.74,Foggy
2015-02-05 03:00:00.000 +0100,rain,1.111111111,-3.772222222,0.96,19.642,20,0.9499,0,1014.5,Foggy
2015-02-05 04:00:00.000 +0100,rain,1.188888889,-2.455555556,0.96,12.558,28,1.2236,0,1014.93,Foggy
